@ref(networkElement)|@const(IpagLPort)class
@index(PE_LPort)key|TDL_instance_name|key|alarm_classification|alarm_domain|data_source|is_operational|legacy_org_ind|access_flag|bmp_clci|card_type|clci|clfi|cust_circuit_id|cvlanid|cvlan_id_bot|cvlan_id_top|device_name|ds1_ckt_id|evc_name|grc|icore_evcname|ineffect|interface_ip_addr|interface_number|interface_string|log_port_name|log_port_number|mcn|mlppp_grp_number|nvlan_id_top|peip_addr|pvc_id|remote_cvlanid_bot|remote_cvlanid_top|remote_cvlanid|remote_ipaddr|remote_port_aid|remote_log_port_name|remote_nvlan_id_top|remote_svlanid|remote_vlanid|scp_service|service_name|service_options|soc|sub_interface|subscriber_name|svlanid|vlanid|uni_nni|vrf_name|vpn_name
12.123.80.27/2/0/3/6021|12.123.80.27/2/0/3/6021|12.123.80.27/2/0/3/6021|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVAA3IP||02/JAIN/230511/AJ|||Y||||34/ASDE/675432/ER_207867_Port_A|6021|||||||||||||||||||6021|||||VPWS:22785|
143.0.68.184/0/1/6/6035|143.0.68.184/0/1/6/6035|143.0.68.184/0/1/6/6035|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMCV22||01/EVCP/120213/PJ|||Y||||00/UNIF/121412/SP_302664_Port_A|6035|||||||||||||||||||6035|||||VPWS:30904|
143.0.68.170/2/1/8/269|143.0.68.170/2/1/8/269|143.0.68.170/2/1/8/269|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMB2MX|||||N||||111/E-Links/DYBHFLMA3A8/DYBHFLMB2MX_Port_Z|269|||||||||||||||||||||||||
150.0.0.212/0/1/4/64|150.0.0.212/0/1/4/64|150.0.0.212/0/1/4/64|ETHERNET-NFO|IPAG|IPAG|true|S|||||109/GE1N/CRCYNVMAA01/CRCYNVMAA08|||||CRCYNVMAA01|||||N||||109/GE1N/CRCYNVMAA01/CRCYNVMAA08_Port_A|64|||||||||||109/GE1N/CRCYNVMAA01/CRCYNVMAA08_Port_Z||||||||||||||
10.144.0.137/1/0/2/6009|10.144.0.137/1/0/2/6009|10.144.0.137/1/0/2/6009|NFO-MOBILITY|NTE|IPAG|true|B||||||||||ORLDFLMA51W||10/CUXM/110274/SB|||Y||||10/KQGN/110253/SB_169992_Port_A|6009|||||||||||||||MIS||||6009|||||VPWS:21631|
12.123.80.17/1/0/0/38|12.123.80.17/1/0/0/38|12.123.80.17/1/0/0/38|ETHERNET-NFO|IPAG|IPAG|true|S||||||||||CRCYNVAA1IP|||||N||||1/E-Links/CRCYNVAADS1/CRCYNVAA1IP_Port_Z|38|||||||||||||||||||||||||
143.0.68.172/4/0/6/6000|143.0.68.172/4/0/6/6000|143.0.68.172/4/0/6/6000|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMCV01||77/KRFN/105771/EV|||Y||||77/KRFN/005771/SZ_408478_Port_A|6000|||||||||||||||||||6000|||||VPLS:32026|
12.123.80.214/2/0/1/6001|12.123.80.214/2/0/1/6001|12.123.80.214/2/0/1/6001|NFO-MOBILITY|NTE|IPAG|true|S||||||||||SNJSCAHUDK3||00/EVCK/190311/KG|||Y||||01/KITZ/031811/SB_174816_Port_A|6001|||||||||||||||||||6001|||||VPLS:22246|
143.0.68.242/3/1/9/190|143.0.68.242/3/1/9/190|143.0.68.242/3/1/9/190|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||GSVLFLANH02|||||N||||01/KRFN/042613/DP_407568_Port_A|190|||||||||||||||||||||||||
143.0.68.184/0/1/6/6032|143.0.68.184/0/1/6/6032|143.0.68.184/0/1/6/6032|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMCV22||23/KQGN/893243/ES|||Y||||00/UNIF/121412/SP_301964_Port_A|6032|||||||||||||||||||6032|||||VPLS:30667|
143.0.68.170/1/0/5/6004|143.0.68.170/1/0/5/6004|143.0.68.170/1/0/5/6004|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMB2MX||01/EVCP/310812/PJ|||Y||||13/AKSH/270712/AY_288269_Port_A|6004|||||||||||||||||||6004|||||L2CKT:28841|
12.123.80.214/3/0/4/131|12.123.80.214/3/0/4/131|12.123.80.214/3/0/4/131|ETHERNET-NFO|IPAG|IPAG|true|S||||||||||SNJSCAHUDK3|||||N||||1/E-Links/SNJSCAHUDK3/SNJSCAHUL51_NMV4092_Port_A|131|||||||||||||||||||||||||
10.144.0.154/1/2/4/6010|10.144.0.154/1/2/4/6010|10.144.0.154/1/2/4/6010|NFO-MOBILITY|NTE|IPAG|true|S||||||||||SNJSCA02W31||10/VLXP/050702/PT|||Y||||85/KQGN/050779/PT_408643_Port_A|6010|||||||||||||||||||6010|||||L2CKT:32038|
10.144.0.154/2/0/3/6002|10.144.0.154/2/0/3/6002|10.144.0.154/2/0/3/6002|NFO-MOBILITY|NTE|IPAG|true|S||||||||||SNJSCA02W31||85/VLXP/306088/PT|||Y||||85/KRFN/306881/PT_413960_Port_A|6002|||||||||||||||||||6002|||||L2CKT:32871|
149.8.0.17/1/0/1/2|149.8.0.17/1/0/1/2|149.8.0.17/1/0/1/2|ETHERNET-NFO|IPAG|IPAG|true|S||||||||||SNJSCAHUTJ6|||||N||||1/E-Links/SNJSCAHUDK3/SNJSCAHUTJ6_Port_Z|2|||||||||||||||||||||||||
12.80.72.19/1/0/1/6|12.80.72.19/1/0/1/6|12.80.72.19/1/0/1/6|ETHERNET-NFO|IPAG|IPAG|true|B|||||T101F/GE1N/RLGHNCMAH02/RLGHNCMAH03|||||RLGHNCMAH03|||||N||||T101F/GE1N/RLGHNCMAH02/RLGHNCMAH03_Port_Z|6|||||||||||T101F/GE1N/RLGHNCMAH02/RLGHNCMAH03_Port_A||||||||||||||
150.0.0.216/0/0/4/18|150.0.0.216/0/0/4/18|150.0.0.216/0/0/4/18|ETHERNET-NFO|IPAG|IPAG|true|S|||||101/GE1N/CRCYNVMAA05/CRCYNVMAT27|||||CRCYNVMAA05|||||N||||101/GE1N/CRCYNVMAA05/CRCYNVMAT27_Port_A|18|||||||||||101/GE1N/CRCYNVMAA05/CRCYNVMAT27_Port_Z||||||||||||||
143.0.68.172/1/0/0/14|143.0.68.172/1/0/0/14|143.0.68.172/1/0/0/14|ETHERNET-NFO|IPAG|IPAG|true|B|||||101/GE10/DYBHFLMCV01/DYBHFLMCX7Z|||||DYBHFLMCV01|||||N||||101/GE10/DYBHFLMCV01/DYBHFLMCX7Z_Port_A|14|||||||||||101/GE10/DYBHFLMCV01/DYBHFLMCX7Z_Port_Z||||||||||||||
143.0.68.184/1/0/0/144|143.0.68.184/1/0/0/144|143.0.68.184/1/0/0/144|ETHERNET-NFO|IPAG|IPAG|true|B|||||P102J/GE40/DYBHFLMBR01/DYBHFLMCV22|||||DYBHFLMCV22|||||N||||P102J/GE40/DYBHFLMBR01/DYBHFLMCV22_Port_Z|144|||||||||||P102J/GE40/DYBHFLMBR01/DYBHFLMCV22_Port_A||||||||||||||
12.82.0.53/5/1/7/140|12.82.0.53/5/1/7/140|12.82.0.53/5/1/7/140|ETHERNET-NFO|IPAG|IPAG|true|B|||||117/GE1N/ORLDFL24FIP/ORLDFL24Q10|||||ORLDFL24FIP|||||N||||117/GE1N/ORLDFL24FIP/ORLDFL24Q10_Port_A|140|||||||||||117/GE1N/ORLDFL24FIP/ORLDFL24Q10_Port_Z||||||||||||||
143.0.68.169/3/0/0/82|143.0.68.169/3/0/0/82|143.0.68.169/3/0/0/82|ETHERNET-NFO|IPAG|IPAG|true|B|||||101/GE10/DYBHFLMBB41/DYBHFLMBR01|||||DYBHFLMBR01|||||N||||101/GE10/DYBHFLMBB41/DYBHFLMBR01_Port_Z|82|||||||||||101/GE10/DYBHFLMBB41/DYBHFLMBR01_Port_A||||||||||||||
12.123.80.197/1/1/6/11|12.123.80.197/1/1/6/11|12.123.80.197/1/1/6/11|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFL32ZSA|||||N||||1/E-Links/CRCYNVAA787/ORLDFL32ZSA_NMV4092_Port_Z|11|||||||||||||||||||||||||
12.82.0.62/2/3/7/123|12.82.0.62/2/3/7/123|12.82.0.62/2/3/7/123|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||ORLDFL24Q10|||||N||||1/E-Links/ORLDFL24Q10/ORLDFL24Y1T_Port_A|123|||||||||||||||||||||||||
149.0.3.222/1/0/5/130|149.0.3.222/1/0/5/130|149.0.3.222/1/0/5/130|ETHERNET-NFO|IPAG|IPAG|true|B|||||101/GE1N/DYBHFLMAL04/DYBHFLMAL08|||||DYBHFLMAL08|||||N||||101/GE1N/DYBHFLMAL04/DYBHFLMAL08_Port_Z|130|||||||||||101/GE1N/DYBHFLMAL04/DYBHFLMAL08_Port_A||||||||||||||
12.123.80.122/2/3/8/10|12.123.80.122/2/3/8/10|12.123.80.122/2/3/8/10|ETHERNET-NFO|IPAG|IPAG|true|B|||||105/GE1N/ORLDFL32II3/ORLDFL32II8|||||ORLDFL32II3|||||N||||105/GE1N/ORLDFL32II3/ORLDFL32II8_Port_A|10|||||||||||105/GE1N/ORLDFL32II3/ORLDFL32II8_Port_Z||||||||||||||
8.8.0.205/2/0/9/22|8.8.0.205/2/0/9/22|8.8.0.205/2/0/9/22|ETHERNET-NFO|IPAG|IPAG|true|S|||||H101L/GE1N/CRCYNVAALJK/CRCYNVAA5D5|||||CRCYNVAA5D5|||||N||||H101L/GE1N/CRCYNVAALJK/CRCYNVAA5D5_Port_Z|22|||||||||||H101L/GE1N/CRCYNVAALJK/CRCYNVAA5D5_Port_A||||||||||||||
143.0.68.184/0/0/5/6005|143.0.68.184/0/0/5/6005|143.0.68.184/0/0/5/6005|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMCV22||65/KRFN/817161/HH|||Y||||02/SANT/223325/UK_287674_Port_A|6005|||||||||||||||||||6005||||||
149.9.0.27/0/0/0/6008|149.9.0.27/0/0/0/6008|149.9.0.27/0/0/0/6008|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMAW27||56/VLXP/700020/SB|||Y||||56/KRGN/700015/SB_262154_Port_A|6008|||||||||||||||||||6008|||||VPWS:25619|
143.0.68.242/3/2/1/183|143.0.68.242/3/2/1/183|143.0.68.242/3/2/1/183|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||GSVLFLANH02|||||N||||1/Z-Links/GSVLFLANH02/GSVLFLAN924_NMV4092_Aend|183|||||||||||||||||||||||||
12.123.80.214/2/0/9/6005|12.123.80.214/2/0/9/6005|12.123.80.214/2/0/9/6005|NFO-MOBILITY|NTE|IPAG|true|S||||||||||SNJSCAHUDK3||45/EVCP/339044/RS|||Y||||01/KRFN/100200/SB_282997_Port_A|6005|||||||||||||||||||6005||||||
12.82.0.62/1/0/2/3|12.82.0.62/1/0/2/3|12.82.0.62/1/0/2/3|NFO-MOBILITY|NTE|IPAG|true|B||||||||||ORLDFL24Q10||EVC_MPT_Sanity_2|||Y||||TEST/SANA/UNI/004_134057_Port_A|3|||||||||||||||||||3|||||VPLS:52119|
149.0.3.198/0/0/4/56|149.0.3.198/0/0/4/56|149.0.3.198/0/0/4/56|ETHERNET-NFO|IPAG|IPAG|true|S||||||||||CRCYNVMAD02|||||N||||101/E-Links/CRCYNVMAD02/CRCYNVMAD04_Port_A|56|||||||||||||||||||||||||
12.123.80.214/2/1/3/98|12.123.80.214/2/1/3/98|12.123.80.214/2/1/3/98|ETHERNET-NFO|IPAG|IPAG|true|S||||||||||SNJSCAHUDK3|||||N||||10/E-Links/SNJSCAHUDK3/SNJSCAHUTJ6_Port_A|98|||||||||||||||||||||||||
12.123.80.212/2/0/5/6008|12.123.80.212/2/0/5/6008|12.123.80.212/2/0/5/6008|NFO-MOBILITY|NTE|IPAG|true|S||||||||||SNJSCAHUDK1||48/EVCP/389343/RS|||Y||||01/KRFN/100200/SB_283245_Port_A|6008|||||||||||||||||||6008|||||VPWS:27941|
143.0.68.248/4/0/0/6012|143.0.68.248/4/0/0/6012|143.0.68.248/4/0/0/6012|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMA308||28/KQGN/233315/SB|||Y||||85/KQGN/485215/SB_405956_Port_A|6012|||||||||||||||||||6012|||||VPWS:31755|
10.144.0.154/1/0/3/733|10.144.0.154/1/0/3/733|10.144.0.154/1/0/3/733|ETHERNET-NFO|IPAG|IPAG|true|S||||||||||SNJSCA02W31|||||N||||SVLAN_2_410515_Port_Z|733|||||||||||||||||||||||||
8.8.0.172/5/0/0/24|8.8.0.172/5/0/0/24|8.8.0.172/5/0/0/24|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVAA61W||41/KQGN/499001/NV|||Y||||22/KQRY/123457/NV_161373_Port_A|24|||||||||||||||||||24|||||VPWS:63252|
143.0.68.184/0/1/6/6038|143.0.68.184/0/1/6/6038|143.0.68.184/0/1/6/6038|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMCV22||99/KRFN/338420/SB|||Y||||00/UNIF/121412/SP_302920_Port_A|6038|||||||||||||||||||6038|||||VPWS:30953|
12.123.80.15/1/0/1/29|12.123.80.15/1/0/1/29|12.123.80.15/1/0/1/29|ETHERNET-NFO|IPAG|IPAG|true|B|||||102/GE1N/ORLDFL32AS6/ORLDFL321IP|||||ORLDFL321IP|||||N||||102/GE1N/ORLDFL32AS6/ORLDFL321IP_Port_Z|29|||||||||||102/GE1N/ORLDFL32AS6/ORLDFL321IP_Port_A||||||||||||||
10.144.0.137/3/0/4/6004|10.144.0.137/3/0/4/6004|10.144.0.137/3/0/4/6004|NFO-MOBILITY|NTE|IPAG|true|B||||||||||ORLDFLMA51W||10/VLXM/020731/SB|||Y||||10/KRFN/126004/SB_302369_Port_A|6004|||||||||||||||||||6004|||||VPLS:30824|
150.0.0.89/1/0/7/38|150.0.0.89/1/0/7/38|150.0.0.89/1/0/7/38|ETHERNET-NFO|IPAG|IPAG|true|S||||||||||RENONVYAPFR|||||N||||104/E-Links/RENONVYAPFR/RENONVYAPLR_Port_A|38|||||||||||||||||||||||||
12.123.80.214/4/1/9/6006|12.123.80.214/4/1/9/6006|12.123.80.214/4/1/9/6006|NFO-MOBILITY|NTE|IPAG|true|S||||||||||SNJSCAHUDK3||12/DNEC/908126/VV|||Y||||04/UNIF/240387/JP_190652_Port_A|6006|||||||||||||||||||6006|||||VPLS:22467|
143.0.68.242/0/2/0/6000|143.0.68.242/0/2/0/6000|143.0.68.242/0/2/0/6000|NFO-MOBILITY|NTE|IPAG|true|B||||||||||GSVLFLANH02||99/ABCD/338928/MN|||Y||||13/KSGN/343222/SB_288388_Port_A|6000|||||||||||||||OEW||||6000|||||VPLS:28847|
12.123.80.27/1/1/3/77|12.123.80.27/1/1/3/77|12.123.80.27/1/1/3/77|ETHERNET-NFO|IPAG|IPAG|true|S||||||||||CRCYNVAA3IP|||||N||||1/E-Links/CRCYNVAA2IP/CRCYNVAA3IP_Port_Z|77|||||||||||||||||||||||||
143.0.68.168/2/0/5/6008|143.0.68.168/2/0/5/6008|143.0.68.168/2/0/5/6008|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMB1MX||19/EVCM/304933/RS|||Y||||99/KQGN/361661/SB_288579_Port_A|6008|||||||||||||||||||6008|||||VPLS:28886|
10.144.0.65/3/2/0/6002|10.144.0.65/3/2/0/6002|10.144.0.65/3/2/0/6002|NFO-MOBILITY|NTE|IPAG|true|B||||||||||ORLDFLMA61W||85/CUXM/102041/SB|||Y||||85/KSGN/202401/SB_408429_Port_A|6002|||||||||||||||||||6002|||||VPLS:26734|
148.0.131.182/4/1/6/6022|148.0.131.182/4/1/6/6022|148.0.131.182/4/1/6/6022|NFO-MOBILITY|NTE|IPAG|true|S||||||||||RENONVYAY3Q||01/YHYJ/225511/UK|||Y||||25/YHYJ/225511/UK_243852_Port_A|6022|||||||||||||||||||6022|||||VPLS:23724|
143.0.68.240/0/2/0/147|143.0.68.240/0/2/0/147|143.0.68.240/0/2/0/147|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||GSVLFLANAC1|||||N||||JP106/GE10/GSVLFLANAC1/GSVLFLANJCQ_NMV4092_Port_A|147|||||||||||||||||||||||||
149.0.3.196/0/0/9/6014|149.0.3.196/0/0/9/6014|149.0.3.196/0/0/9/6014|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVMAD01||67/NHGT/989808/EC|||Y||||02/UNIF/210412/JP_279875_Port_A|6014|||||||||||||||||||6014|||||VPWS:27561|
143.0.68.34/1/0/0/3|143.0.68.34/1/0/0/3|143.0.68.34/1/0/0/3|ETHERNET-NFO|IPAG|IPAG|true|S|||||104/GE1N/CRCYNVMAH02/CRCYNVMAH03|||||CRCYNVMAH03|||||N||||104/GE1N/CRCYNVMAH02/CRCYNVMAH03_Port_Z|3|||||||||||104/GE1N/CRCYNVMAH02/CRCYNVMAH03_Port_A||||||||||||||
12.82.0.62/2/1/6/78|12.82.0.62/2/1/6/78|12.82.0.62/2/1/6/78|ETHERNET-NFO|IPAG|IPAG|true|B|||||K106L/GE1N/ORLDFL24Q10/ORLDFL24X52|||||ORLDFL24Q10|||||N||||K106L/GE1N/ORLDFL24Q10/ORLDFL24X52_Port_A|78|||||||||||||||||||||||||
143.0.68.242/3/2/0/173|143.0.68.242/3/2/0/173|143.0.68.242/3/2/0/173|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||GSVLFLANH02|||||N||||1/Z-Links/GSVLFLANH02/GSVLFLAN979_NMV4091_Aend|173|||||||||||||||||||||||||
12.123.80.27/1/2/1/120|12.123.80.27/1/2/1/120|12.123.80.27/1/2/1/120|ETHERNET-NFO|IPAG|IPAG|true|S|||||K101M/GE1N/CRCYNVAA3IP/CRCYNVAA4IP|||||CRCYNVAA3IP|||||N||||K101M/GE1N/CRCYNVAA3IP/CRCYNVAA4IP_Port_A|120|||||||||||K101M/GE1N/CRCYNVAA3IP/CRCYNVAA4IP_Port_Z||||||||||||||
10.144.0.154/2/1/0/724|10.144.0.154/2/1/0/724|10.144.0.154/2/1/0/724|ETHERNET-NFO|IPAG|IPAG|true|S|||||110/GE1N/SNJSCAJN0IW/SNJSCA02W31|||||SNJSCA02W31|||||N||||110/GE1N/SNJSCAJN0IW/SNJSCA02W31_Port_A|724|||||||||||||||||||||||||
143.0.68.248/0/0/6/23|143.0.68.248/0/0/6/23|143.0.68.248/0/0/6/23|ETHERNET-NFO|IPAG|IPAG|true|B|||||JU101/GE1N/DYBHFLMA308/DYBHFLMA745|||||DYBHFLMA308|||||N||||JU101/GE1N/DYBHFLMA308/DYBHFLMA745_Port_A|23|||||||||||||||||||||||||
150.0.0.212/1/1/1/60|150.0.0.212/1/1/1/60|150.0.0.212/1/1/1/60|ETHERNET-NFO|IPAG|IPAG|true|S|||||P105J/GE1N/CRCYNVMAA01/CRCYNVMAA03|||||CRCYNVMAA01|||||N||||P105J/GE1N/CRCYNVMAA01/CRCYNVMAA03_Port_A|60|||||||||||P105J/GE1N/CRCYNVMAA01/CRCYNVMAA03_Port_Z||||||||||||||
149.0.3.222/4/0/6/6001|149.0.3.222/4/0/6/6001|149.0.3.222/4/0/6/6001|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMAL08||01/EVCP/060712/DP|||Y||||11/SSSS/234234/GG_283976_Port_A|6001|||||||||||||||||||6001|||||L2CKT:28111|
143.0.68.184/0/1/6/6004|143.0.68.184/0/1/6/6004|143.0.68.184/0/1/6/6004|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMCV22||02/EVCP/656578/SP|||Y||||00/UNIF/121412/SP_298373_Port_A|6004|||||||||||||||||||6004|||||VPWS:30114|
143.0.68.240/0/0/0/135|143.0.68.240/0/0/0/135|143.0.68.240/0/0/0/135|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||GSVLFLANAC1|||||N||||JP104/GE10/GSVLFLANAC1/GSVLFLANLAO_NMV4092_Port_A|135|||||||||||||||||||||||||
143.0.24.144/2/3/0/74|143.0.24.144/2/3/0/74|143.0.24.144/2/3/0/74|ETHERNET-NFO|IPAG|IPAG|true|B|||||P108J/GE10/GSVLFLAN1EW/GSVLFLAN2EW|||||GSVLFLAN2EW|||||N||||P108J/GE10/GSVLFLAN1EW/GSVLFLAN2EW_Port_A|74|||||||||||||||||||||||||
148.0.131.182/4/0/1/11|148.0.131.182/4/0/1/11|148.0.131.182/4/0/1/11|ETHERNET-NFO|IPAG|IPAG|true|S|||||103/GE1N/CRCYNVAABGA/RENONVYAY3Q|||||RENONVYAY3Q|||||N||||103/GE1N/CRCYNVAABGA/RENONVYAY3Q_Port_Z|11|||||||||||103/GE1N/CRCYNVAABGA/RENONVYAY3Q_Port_A||||||||||||||
143.0.68.242/5/0/0/6033|143.0.68.242/5/0/0/6033|143.0.68.242/5/0/0/6033|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||GSVLFLANH02||32/KFRS/906756/VS|||Y||||08/KRFN/582013/RB_413254_Port_A|6033|||||||||||||||||||6033|||||VPLS:32749|
143.0.68.242/3/1/9/194|143.0.68.242/3/1/9/194|143.0.68.242/3/1/9/194|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||GSVLFLANH02|||||N||||Port_7468094|194|||||||||||||||||||||||||
143.0.68.168/2/0/5/6003|143.0.68.168/2/0/5/6003|143.0.68.168/2/0/5/6003|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||DYBHFLMB1MX||29/AAFU/270190/UK|||Y||||99/KQGN/362221/SB_286932_Port_A|6003|||||||||||||||||||6003|||||VPLS:28743|
149.0.3.222/5/0/3/15|149.0.3.222/5/0/3/15|149.0.3.222/5/0/3/15|ETHERNET-NFO|IPAG|IPAG|true|B|||||102/GE1N/DYBHFLMAL08/DYBHFLMAL10|||||DYBHFLMAL08|||||N||||102/GE1N/DYBHFLMAL08/DYBHFLMAL10_Port_A|15|||||||||||102/GE1N/DYBHFLMAL08/DYBHFLMAL10_Port_Z||||||||||||||
149.0.3.194/4/1/0/6000|149.0.3.194/4/1/0/6000|149.0.3.194/4/1/0/6000|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVMAD06||99/ABCD/927926/MN|||Y||||99/KSGN/727571/NV_280005_Port_A|6000|||||||||||||||||||6000|||||VPLS:27567|
150.0.0.215/0/0/0/6002|150.0.0.215/0/0/0/6002|150.0.0.215/0/0/0/6002|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVMAA03||02/ABCD/121109/MN|||Y||||02/KRFN/172809/NV_259742_Port_A|6002|||||||||||||||||||6002|||||VPWS:25344|
148.0.131.182/4/1/6/6010|148.0.131.182/4/1/6/6010|148.0.131.182/4/1/6/6010|NFO-MOBILITY|NTE|IPAG|true|S||||||||||RENONVYAY3Q||19/EVCS/803528/SR|||Y||||Port_4746134|6010|||||||||||||||||||6010|||||VPWS:23644|
149.0.3.202/0/0/0/6012|149.0.3.202/0/0/0/6012|149.0.3.202/0/0/0/6012|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMAL03||78/EVCP/384394/RS|||Y||||99/KRFN/777111/SB_284559_Port_A|6012|||||||||||||||||||6012|||||VPWS:28346|
149.9.0.29/0/0/4/6012|149.9.0.29/0/0/4/6012|149.9.0.29/0/0/4/6012|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMAH72||89/KQGN/700051/MB|||Y||||Port_5607997|6012|||||||||||||||AVPN||||6012||||||
150.0.0.10/2/0/3/6007|150.0.0.10/2/0/3/6007|150.0.0.10/2/0/3/6007|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVAA2YP||99/ABCD/328911/MN|||Y||||Port_6701619|6007|||||||||||||||||||6007|||||VPLS:29129|
149.0.3.196/2/0/2/73|149.0.3.196/2/0/2/73|149.0.3.196/2/0/2/73|ETHERNET-NFO|IPAG|IPAG|true|S||||||||||CRCYNVMAD01|||||N||||1/E-Links/CRCYNVMAD01/CRCYNVMAD92_Port_A|73|||||||||||||||||||||||||
10.144.0.137/2/0/8/2712|10.144.0.137/2/0/8/2712|10.144.0.137/2/0/8/2712|ETHERNET-NFO|IPAG|IPAG|true|B|||||JU102/GE1N/ORLDFLMA51W/ORLGFLGGH00|||||ORLDFLMA51W|||||N||||JU102/GE1N/ORLDFLMA51W/ORLGFLGGH00_Port_A|2712|||||||||||||||||||||||||
143.0.68.172/4/0/5/149|143.0.68.172/4/0/5/149|143.0.68.172/4/0/5/149|ETHERNET-NFO|IPAG|IPAG|true|B|||||F101K/GE1N/DYBHFLMCRG9/DYBHFLMCV01|||||DYBHFLMCV01|||||N||||F101K/GE1N/DYBHFLMCRG9/DYBHFLMCV01_Port_A|149|||||||||||||||||||||||||
148.0.131.182/4/1/6/6001|148.0.131.182/4/1/6/6001|148.0.131.182/4/1/6/6001|NFO-MOBILITY|NTE|IPAG|true|S||||||||||RENONVYAY3Q||25/YHCC/228311/UK|||Y||||25/YHYJ/225511/UK_234360_Port_A|6001|||||||||||||||||||6001|||||VPWS:23426|
143.0.68.168/1/1/1/182|143.0.68.168/1/1/1/182|143.0.68.168/1/1/1/182|ETHERNET-NFO|IPAG|IPAG|true|B|||||101/GE1N/DYBHFLMB1MX/DYBHFLMB2EX|||||DYBHFLMB1MX|||||N||||101/GE1N/DYBHFLMB1MX/DYBHFLMB2EX_Port_A|182|||||||||||||||||||||||||
150.0.0.168/5/1/6/6008|150.0.0.168/5/1/6/6008|150.0.0.168/5/1/6/6008|NFO-MOBILITY|NTE|IPAG|true|S||||||||||CRCYNVMAI41||02/SHAS/301211/EV|||Y||||45/NHBH/415258/KJ_262985_Port_A|6008|||||||||||||||||||6008|||||VPLS:25710|
149.9.0.27/0/0/4/6006|149.9.0.27/0/0/4/6006|149.9.0.27/0/0/4/6006|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMAW27||03/KLUB/011712/MP|||Y||||00/KRFN/011312/SB_265674_Port_A|6006|||||||||||||||||||6006|||||VPLS:25993|
143.0.68.242/5/0/0/6015|143.0.68.242/5/0/0/6015|143.0.68.242/5/0/0/6015|ETHERNET-NFO|IPAG|IPAG|true|B||||||||||GSVLFLANH02||57/KRFN/508231/RB|||Y||||08/KRFN/508013/RB_411358_Port_A|6015|||||||||||||||||||6015|||||VPLS:32444|
143.0.68.240/2/0/8/38|143.0.68.240/2/0/8/38|143.0.68.240/2/0/8/38|ETHERNET-NFO|IPAG|IPAG|true|B|||||R101E/GE1N/GSVLFLANAC1/GSVLFLAN987|||||GSVLFLANAC1|||||N||||R101E/GE1N/GSVLFLANAC1/GSVLFLAN987_Port_A|38|||||||||||||||||||||||||
143.0.68.169/1/0/1/6001|143.0.68.169/1/0/1/6001|143.0.68.169/1/0/1/6001|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMBR01||02/EVCM/174409/EV|||Y||||08/GTER/749352/SB_284637_Port_A|6001|||||||||||||||||||6001|||||VPLS:28384|
150.0.0.168/5/3/9/18|150.0.0.168/5/3/9/18|150.0.0.168/5/3/9/18|ETHERNET-NFO|IPAG|IPAG|true|S||||||||||CRCYNVMAI41|||||N||||10/E-Links/CRCYNVMAI41/ORLDFLDN0DW_Port_A|18|||||||||||||||||||||||||
143.0.68.184/0/0/5/6033|143.0.68.184/0/0/5/6033|143.0.68.184/0/0/5/6033|NFO-MOBILITY|NTE|IPAG|true|B||||||||||DYBHFLMCV22||11/INFL/251012/AK|||Y||||65/JUJU/817161/HH_295299_Port_A|6033|||||||||||||||||||6033|||||VPLS:29684|
