@ref(networkElement)|@const(IpagPPort)class
@index(PE_PPort)key|TDL_instance_name|key|alarm_classification|alarm_domain|data_source|is_operational|legacy_org_ind|access_flag|acnaban|bmp_clci|clci|clfi|device_type|evc_name|ineffect|mcn|port_aid|port_ipaddr|port_lag_id|port_lag_ip|port_num|remote_device_name|remote_device_model|remote_device_type|remote_device_ipaddr|remote_deviceloopback10ip|remote_deviceloopbackip|remote_slot_number|remote_slot_name|remote_port_aid|remote_ptnii|subscriber_name|soc|vrf_name|vpn_name|uni_nni
143.0.68.248/1/0/7|143.0.68.248/1/0/7|143.0.68.248/1/0/7|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/DYBHFLMA30X/DYBHFLMA308|JUNIPER MX SERIES||Y||ge-1/0/7||||0|DYBHFLMA30X||CIENA NTE|10.204.11.170|||||9||||||
12.82.0.53/2/0/3|12.82.0.53/2/0/3|12.82.0.53/2/0/3|ETHERNET-NFO|IPAG|IPAG|true|B|||||105/GE1N/ORLDFL24FIP/ORLDFL24Q10|JUNIPER MX SERIES||||ge-2/0/3||ae5|145.169.142.102|0|ORLDFL24Q10||JUNIPER MX SERIES|10.204.246.205|12.123.75.40|12.82.0.62|36|3/6|ge-1/3/6||||||
143.0.68.35/1/1/2|143.0.68.35/1/1/2|143.0.68.35/1/1/2|ETHERNET-NFO|IPAG|IPAG|true|S|||||W105E/GE1N/CRCYNVMAH01/CRCYNVMAH02|JUNIPER MX SERIES||||ge-1/1/2||ae22|149.0.30.237|1|CRCYNVMAH01||JUNIPER MX SERIES|10.204.242.45|12.122.129.222|149.9.0.28|9|0/9|ge-5/0/9||||||
10.144.0.154/3/0/0|10.144.0.154/3/0/0|10.144.0.154/3/0/0|NFO-MOBILITY|NTE|IPAG|true|S|||||JU103/GE1N/SNJ CAJNH01/SNJSCA02W31|JUNIPER MX SERIES||Y||ge-3/0/0||||0|SNJ CAJNH01||CIENA NTE|10.204.1.67|||||9||||||
12.82.0.53/2/0/9|12.82.0.53/2/0/9|12.82.0.53/2/0/9|ETHERNET-NFO|IPAG|IPAG|true|B|||||101/GE1N/ORLDFL24FIP/ORLDFL24SJ2|JUNIPER MX SERIES||||ge-2/0/9||||0|||||||||||||||
149.9.0.6/2/0/3|149.9.0.6/2/0/3|149.9.0.6/2/0/3|ETHERNET-NFO|IPAG|IPAG|true|B|||||Y104R/GE1N/DYBHFLMAWAF/DYBHFLMAWA5|JUNIPER MX SERIES||||ge-2/0/3||ae20|149.0.30.149|1|DYBHFLMAWAF||JUNIPER MX SERIES|143.1.33.48|147.0.0.46|143.0.68.61|3|0/3|ge-1/0/3||||||
149.9.0.27/0/0/0|149.9.0.27/0/0/0|149.9.0.27/0/0/0|NFO-MOBILITY|NTE|IPAG|true|B|||||JU103/GE1N/DYBHFLMAWAJ/DYBHFLMAW27|JUNIPER MX SERIES||Y||ge-0/0/0||||0|DYBHFLMAWAJ||CIENA NTE|10.204.9.69|||||25||||||
8.8.0.190/5/0/0|8.8.0.190/5/0/0|8.8.0.190/5/0/0|NFO-MOBILITY|NTE|IPAG|true|S|||||A102D/GE1N/CRCYNVAA81W/CRCYNVHV8BW|JUNIPER MX SERIES||Y||ge-5/0/0||||0|CRCYNVHV8BW||CIENA NTE|10.204.90.159|||||25||||||
143.0.68.42/1/0/0|143.0.68.42/1/0/0|143.0.68.42/1/0/0|NFO-MOBILITY|NTE|IPAG|true|S|||||JU101/GE1N/CRCYNVMAL96/CRCYNVMA240|JUNIPER MX SERIES||N||ge-1/0/0||||0|CRCYNVMAL96||CIENA NTE|10.204.84.192|||||9||||||
12.123.80.17/2/0/9|12.123.80.17/2/0/9|12.123.80.17/2/0/9|NFO-MOBILITY|NTE|IPAG|true|S|||||F101F/GE1N/CRCYNVAA1IP/DYBHFLHU3BW|JUNIPER MX SERIES||Y||ge-2/0/9||||0|DYBHFLHU3BW||CIENA NTE|10.204.176.80|||||26||||||
143.0.68.242/3/3/0|143.0.68.242/3/3/0|143.0.68.242/3/3/0|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/GSVLFLANH02/GSVLFLANV1V|JUNIPER MX SERIES||N||ge-3/3/0||||0|GSVLFLANV1V||CIENA NTE|10.204.144.132|||||9||||||
149.0.3.196/0/0/3|149.0.3.196/0/0/3|149.0.3.196/0/0/3|NFO-MOBILITY|NTE|IPAG|true|S|||||JU101/GE1N/CRCYNVMAD01/CRCYNVMA3C3|JUNIPER MX SERIES||N||ge-0/0/3||||0|CRCYNVMA3C3||CIENA NTE|10.204.84.235|||||9||||||
8.8.0.154/0/3/6|8.8.0.154/0/3/6|8.8.0.154/0/3/6|NFO-MOBILITY|NTE|IPAG|true|S|||||A101Z/GE1N/CRCYNVAA56W/CRCYNVHD0AW|JUNIPER MX SERIES||Y||ge-0/3/6||||0|CRCYNVHD0AW||CIENA NTE|10.204.90.215|||||25||||||
143.0.68.110/2/0/0|143.0.68.110/2/0/0|143.0.68.110/2/0/0|NFO-MOBILITY|NTE|IPAG|true|S|||||JU101/GE1N/SNJSCAACW02/SNJSCA0221W|JUNIPER MX SERIES||N||ge-2/0/0||||0|SNJSCAACW02||CIENA NTE|10.204.200.66|||||25||||||
149.0.3.223/5/0/7|149.0.3.223/5/0/7|149.0.3.223/5/0/7|ETHERNET-NFO|IPAG|IPAG|true|B|||||103/GE1N/DYBHFLMAL08/DYBHFLMAL10|JUNIPER MX SERIES||||ge-5/0/7||ae22|143.1.196.209|1|DYBHFLMAL08||JUNIPER MX SERIES|10.204.242.143|12.122.130.139|149.0.3.222|7|0/7|ge-5/0/7||||||
143.0.68.43/0/0/3|143.0.68.43/0/0/3|143.0.68.43/0/0/3|ETHERNET-NFO|IPAG|IPAG|true|S|||||JU103/GE1N/CRCYNVMAL16/CRCYNVMAW71|JUNIPER MX SERIES||||ge-0/0/3||||0|||||||||||||||
12.82.0.62/1/3/3|12.82.0.62/1/3/3|12.82.0.62/1/3/3|ETHERNET-NFO|IPAG|IPAG|true|B|||||U115U/GE1N/ORLDFL24FIP/ORLDFL24Q10|JUNIPER MX SERIES||||ge-1/3/3||||1|ORLDFL24FIP||JUNIPER MX SERIES|10.204.246.168|12.123.75.11|12.82.0.53|9|0/9|ge-1/0/9||||||
10.0.38.75/3/0/0|10.0.38.75/3/0/0|10.0.38.75/3/0/0|NFO-MOBILITY|NTE|IPAG|true|B|||||H101J/GE1N/ORLDFLMAKWT/ORLDFLMAMKG|JUNIPER MX SERIES||N||ge-3/0/0||||0|ORLDFLMAMKG||CIENA NTE|10.204.67.31|||||9||||||
150.0.0.168/5/0/0|150.0.0.168/5/0/0|150.0.0.168/5/0/0|ETHERNET-NFO|IPAG|IPAG|true|S|||||D104A/GE1N/CRCYNVMAE40/CRCYNVMAI41|JUNIPER MX SERIES||||ge-5/0/0||ae0||0|CRCYNVMAE40||CIENA EMUX|10.204.82.209|||||21||||||
12.123.80.122/2/3/5|12.123.80.122/2/3/5|12.123.80.122/2/3/5|ETHERNET-NFO|IPAG|IPAG|true|B|||||102/GE1N/ORLDFL32II3/ORLDFL32II8|JUNIPER MX SERIES||||ge-2/3/5||||0|ORLDFL32II8||VR1||||||||||||
12.80.72.33/0/2/6|12.80.72.33/0/2/6|12.80.72.33/0/2/6|ETHERNET-NFO|IPAG|IPAG|true|B|||||A102P/GE1N/RLGHNCMA121/RLGHNCMA621|JUNIPER MX SERIES||||ge-0/2/6||||0|RLGHNCMA621||JUNIPER MX SERIES|10.204.247.58|12.123.75.147|12.80.72.62|0|0/0|ge-4/0/0||||||
148.0.131.182/4/0/9|148.0.131.182/4/0/9|148.0.131.182/4/0/9|ETHERNET-NFO|IPAG|IPAG|true|S|||||J105K/GE1N/CRCYNVAABGA/RENONVYAY3Q|JUNIPER MX SERIES||||ge-4/0/9||ae26|143.0.17.81|1|CRCYNVAABGA||JUNIPER MX SERIES|12.122.123.191|12.122.128.253|148.0.131.159|9|0/9|ge-0/0/9||||||
143.0.68.99/4/0/1|143.0.68.99/4/0/1|143.0.68.99/4/0/1|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/DYBHFLMA000/DYBHFLMB003|JUNIPER MX SERIES||Y||ge-4/0/1||||0|DYBHFLMB003||CIENA NTE|10.204.9.180|||||9||||||
149.0.3.222/5/0/4|149.0.3.222/5/0/4|149.0.3.222/5/0/4|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/DYBHFLMAL08/ORLDFLMA7GR|JUNIPER MX SERIES||N||ge-5/0/4||||0|ORLDFLMA7GR||CIENA NTE|10.204.67.147|||||9||||||
143.0.68.248/1/1/8|143.0.68.248/1/1/8|143.0.68.248/1/1/8|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/DYBHFLMAFRI/DYBHFLMA308|JUNIPER MX SERIES||Y||ge-1/1/8||||0|DYBHFLMAFRI||CIENA NTE|10.204.11.197|||||9||||||
143.0.68.34/1/0/3|143.0.68.34/1/0/3|143.0.68.34/1/0/3|ETHERNET-NFO|IPAG|IPAG|true|S|||||107/GE1N/CRCYNVMAH02/CRCYNVMAH03|JUNIPER MX SERIES||||ge-1/0/3||ae20|149.0.30.33|1|CRCYNVMAH02||JUNIPER MX SERIES|143.1.33.22|147.0.0.22|143.0.68.35|3|0/3|ge-1/0/3||||||
8.8.0.205/1/0/1|8.8.0.205/1/0/1|8.8.0.205/1/0/1|ETHERNET-NFO|IPAG|IPAG|true|S|||||P102S/GE1N/CRCYNVAAP04/CRCYNVAA5D5|JUNIPER MX SERIES||||ge-1/0/1||ae13||1|CRCYNVAAP04||CIENA EMUX|10.204.90.100|||||24||||||
143.0.68.242/3/0/9|143.0.68.242/3/0/9|143.0.68.242/3/0/9|NFO-MOBILITY|NTE|IPAG|true|B|||||JU102/GE1N/GSVLFLANH02/GSVLFLAN204|JUNIPER MX SERIES||Y||ge-3/0/9||||0|GSVLFLAN204||CIENA NTE|10.204.132.189|||||9||||||
12.123.80.212/1/0/0|12.123.80.212/1/0/0|12.123.80.212/1/0/0|NFO-MOBILITY|NTE|IPAG|true|S|||||101/GE1N/SNJSCAHUDK1/SNJSCAHU02X|JUNIPER MX SERIES||Y||ge-1/0/0||||0|SNJSCAHU02X||CIENA NTE|10.204.80.231|||||25||||||
143.0.68.240/1/0/5|143.0.68.240/1/0/5|143.0.68.240/1/0/5|ETHERNET-NFO|IPAG|IPAG|true|B|||||102/GE1N/GSVLFLANAC1/GSVLFLANOXL|JUNIPER MX SERIES||||ge-1/0/5||ae2||0|GSVLFLANOXL||CIENA EMUX|10.204.132.154|||||22||||||
12.123.80.212/2/1/7|12.123.80.212/2/1/7|12.123.80.212/2/1/7|NFO-MOBILITY|NTE|IPAG|true|S|||||JU101/GE1N/SNJSCAHUDK1/SNJSCAHUR8B|JUNIPER MX SERIES||Y||ge-2/1/7||||0|SNJSCAHUR8B||CIENA NTE|10.204.81.150|||||25||||||
149.0.3.216/4/0/1|149.0.3.216/4/0/1|149.0.3.216/4/0/1|NFO-MOBILITY|NTE|IPAG|true|S|||||JU101/GE1N/CRCYNVMAD05/CRCYNVMAD90|JUNIPER MX SERIES||Y||ge-4/0/1||||0|CRCYNVMAD90||CIENA NTE|10.204.84.244|||||9||||||
150.0.0.168/5/0/8|150.0.0.168/5/0/8|150.0.0.168/5/0/8|NFO-MOBILITY|NTE|IPAG|true|S|||||A101J/GE1N/CRCYNVAADB5/CRCYNVMAI41|JUNIPER MX SERIES||N||ge-5/0/8||||0|CRCYNVAADB5||CIENA NTE|10.204.83.148|||||9||||||
12.82.0.53/5/0/3|12.82.0.53/5/0/3|12.82.0.53/5/0/3|ETHERNET-NFO|IPAG|IPAG|true|B|||||101/GE1N/ORLDFL24AEM/ORLDFL24FIP|JUNIPER MX SERIES||||ge-5/0/3||ae0||1|||||||||||||||
143.0.68.172/3/0/1|143.0.68.172/3/0/1|143.0.68.172/3/0/1|NFO-MOBILITY|NTE|IPAG|true|B|||||JU102/GE1N/DYBHFLMCV01/DYBHFLMC701|JUNIPER MX SERIES||Y||ge-3/0/1||||0|DYBHFLMC701||CIENA NTE|10.204.10.156|||||9||||||
12.80.84.11/0/0/0|12.80.84.11/0/0/0|12.80.84.11/0/0/0|ETHERNET-NFO|IPAG|IPAG|true|B|||||102/GE1N/PNCYFLCA51W/PNCYFLMA51W|JUNIPER MX SERIES||||ge-0/0/0||||1|PNCYFLCA51W||CIENA EMUX|10.204.175.67|||||22||||||
150.0.0.23/4/0/3|150.0.0.23/4/0/3|150.0.0.23/4/0/3|NFO-MOBILITY|NTE|IPAG|true|S|||||JU101/GE1N/CRCYNVAA03T/CRCYNVAA16T|JUNIPER MX SERIES||Y||ge-4/0/3||||0|CRCYNVAA16T||CIENA NTE|10.204.81.200|||||25||||||
12.123.80.214/4/1/7|12.123.80.214/4/1/7|12.123.80.214/4/1/7|NFO-MOBILITY|NTE|IPAG|true|S|||||JU101/GE1N/SNJSCAHUDK3/SNJSCAHUELE|JUNIPER MX SERIES||Y||ge-4/1/7||||0|SNJSCAHUELE||CIENA NTE|10.204.81.125|||||26||||||
10.144.0.137/3/1/3|10.144.0.137/3/1/3|10.144.0.137/3/1/3|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/ORLDFLMA51W/ORLDFLMA66P|JUNIPER MX SERIES||N||ge-3/1/3||||0|ORLDFLMA66P||CIENA NTE|10.204.67.63|||||9||||||
12.82.0.53/4/0/0|12.82.0.53/4/0/0|12.82.0.53/4/0/0|ETHERNET-NFO|IPAG|IPAG|true|B|||||J101P/GE1N/ORLDFL24AEX/ORLDFL24FIP|JUNIPER MX SERIES||||ge-4/0/0||||1|||||||||||||||
8.8.0.205/2/0/4|8.8.0.205/2/0/4|8.8.0.205/2/0/4|ETHERNET-NFO|IPAG|IPAG|true|S|||||P102S/GE1N/CRCYNVAAE18/CRCYNVAA5D5|JUNIPER MX SERIES||||ge-2/0/4||ae23||1|CRCYNVAAE18||CIENA EMUX|10.204.90.246|||||22||||||
10.144.0.154/1/2/0|10.144.0.154/1/2/0|10.144.0.154/1/2/0|ETHERNET-NFO|IPAG|IPAG|true|S|||||108/GE1N/SNJSCA02W31/SNJTCAQU0AW|JUNIPER MX SERIES||||ge-1/2/0||ae2||0|SNJTCAQU0AW||CIENA EMUX|192.168.113.149|||||22||||||
149.0.3.223/1/0/6|149.0.3.223/1/0/6|149.0.3.223/1/0/6|ETHERNET-NFO|IPAG|IPAG|true|B|||||113/GE1N/DYBHFLMAL08/DYBHFLMAL10|JUNIPER MX SERIES||||ge-1/0/6||ae32|143.1.197.81|1|DYBHFLMAL08||JUNIPER MX SERIES|10.204.242.143|12.122.130.139|149.0.3.222|30|3/0|ge-2/3/0||||||
143.0.68.248/0/1/1|143.0.68.248/0/1/1|143.0.68.248/0/1/1|NFO-MOBILITY|NTE|IPAG|true|B|||||P101J/GE1N/DYBHFLMARS9/DYBHFLMA308|JUNIPER MX SERIES||N||ge-0/1/1||||0|DYBHFLMARS9||CIENA NTE|10.204.11.214|||||9||||||
10.144.0.137/3/2/9|10.144.0.137/3/2/9|10.144.0.137/3/2/9|NFO-MOBILITY|NTE|IPAG|true|B|||||J112/GE1N/ORLDFLCUH03/ORLDFLMA51W|JUNIPER MX SERIES||N||ge-3/2/9||||0|ORLDFLCUH03||CIENA NTE|10.204.67.108|||||25||||||
10.144.0.65/1/0/9|10.144.0.65/1/0/9|10.144.0.65/1/0/9|ETHERNET-NFO|IPAG|IPAG|true|B|||||J103/GE1N/ORLDFLMAHAE/ORLDFLMA61W|JUNIPER MX SERIES||||ge-1/0/9||||0|||||||||||||||
10.144.0.147/3/0/7|10.144.0.147/3/0/7|10.144.0.147/3/0/7|NFO-MOBILITY|NTE|IPAG|true|B|||||JU105/GE1N/ORLDFLPH51W/ORLLFLHS00W|JUNIPER MX SERIES||Y||ge-3/0/7||||0|ORLLFLHS00W||CIENA NTE|10.204.67.85|||||9||||||
143.0.24.144/0/0/1|143.0.24.144/0/0/1|143.0.24.144/0/0/1|ETHERNET-NFO|IPAG|IPAG|true|B|||||103/GE1N/GSVLFLAN0YW/GSVLFLAN2EW|JUNIPER MX SERIES||||ge-0/0/1||ae1||0|GSVLFLAN0YW||CIENA EMUX|10.204.132.182|||||21||||||
12.80.72.33/1/3/0|12.80.72.33/1/3/0|12.80.72.33/1/3/0|NFO-MOBILITY|NTE|IPAG|true|B|||||F101G/GE1N/RLGHNCMA121/RLGHNCMA221|JUNIPER MX SERIES||N||ge-1/3/0||||0|RLGHNCMA221||CIENA NTE|10.204.201.19|||||28||||||
149.0.3.222/1/3/1|149.0.3.222/1/3/1|149.0.3.222/1/3/1|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/DYBHFLMAL08/ORLDFLMAF15|JUNIPER MX SERIES||N||ge-1/3/1||||0|ORLDFLMAF15||CIENA NTE|10.204.10.7|||||9||||||
149.0.3.194/4/1/0|149.0.3.194/4/1/0|149.0.3.194/4/1/0|NFO-MOBILITY|NTE|IPAG|true|S|||||JP101/GE10/CRCYNVAA3EB/CRCYNVMAD06|JUNIPER MX SERIES||Y||xe-4/1/0||||0|CRCYNVAA3EB||CIENA NTE|10.204.85.44|||||11||||||
150.0.0.216/0/0/2|150.0.0.216/0/0/2|150.0.0.216/0/0/2|ETHERNET-NFO|IPAG|IPAG|true|S|||||D101F/GE1N/CRCYNVMAA05/CRCYNVMAA46|JUNIPER MX SERIES||||ge-0/0/2||||0|CRCYNVMAA46||CIENA EMUX|10.204.83.130|||||21||||||
143.0.68.248/0/1/8|143.0.68.248/0/1/8|143.0.68.248/0/1/8|NFO-MOBILITY|NTE|IPAG|true|B|||||JU102/GE1N/DYBHFLMAN1S/DYBHFLMA308|JUNIPER MX SERIES||N||ge-0/1/8||||0|DYBHFLMAN1S||CIENA NTE|10.204.11.243|||||9||||||
143.0.68.35/1/0/6|143.0.68.35/1/0/6|143.0.68.35/1/0/6|ETHERNET-NFO|IPAG|IPAG|true|S|||||W101E/GE1N/CRCYNVMAH01/CRCYNVMAH02|JUNIPER MX SERIES||||ge-1/0/6||ae22|149.0.30.237|1|CRCYNVMAH01||JUNIPER MX SERIES|10.204.242.45|12.122.129.222|149.9.0.28|5|0/5|ge-5/0/5||||||
149.0.3.223/1/0/5|149.0.3.223/1/0/5|149.0.3.223/1/0/5|ETHERNET-NFO|IPAG|IPAG|true|B|||||R102S/GE1N/DYBHFLMALPA/DYBHFLMAL10|JUNIPER MX SERIES||||ge-1/0/5||ae31|143.1.197.113|1|DYBHFLMALPA||JUNIPER MX SERIES|10.204.242.233|12.122.130.224|143.0.68.112|2|0/2|ge-1/0/2||||||
12.82.0.53/5/0/0|12.82.0.53/5/0/0|12.82.0.53/5/0/0|ETHERNET-NFO|IPAG|IPAG|true|B|||||J101P/GE1N/ORLDFL24FIP/ORLDFL24IIP|JUNIPER MX SERIES||||ge-5/0/0||ae11||0|ORLDFL24IIP||JUNIPER MX SERIES|10.204.246.174|12.123.75.17|12.82.0.55|0|0/0|ge-5/0/0||||||
149.0.3.222/5/1/5|149.0.3.222/5/1/5|149.0.3.222/5/1/5|ETHERNET-NFO|IPAG|IPAG|true|B|||||105/GE1N/DYBHFLMAL08/DYBHFLMAL10|JUNIPER MX SERIES||||ge-5/1/5||ae24|143.1.196.241|0|DYBHFLMAL10||JUNIPER MX SERIES|10.204.242.144|12.122.130.140|149.0.3.223|5|0/5|ge-5/0/5||||||
12.82.0.53/1/0/7|12.82.0.53/1/0/7|12.82.0.53/1/0/7|ETHERNET-NFO|IPAG|IPAG|true|B|||||I109O/GE1N/ORLDFL24FIP/ORLDFL24Q10|JUNIPER MX SERIES||||ge-1/0/7||ae21||0|ORLDFL24Q10||JUNIPER MX SERIES|10.204.246.205|12.123.75.40|12.82.0.62|23|2/3|ge-1/2/3||||||
12.123.80.27/2/0/3|12.123.80.27/2/0/3|12.123.80.27/2/0/3|NFO-MOBILITY|NTE|IPAG|true|S|||||P101S/GE1N/CRCYNVAA3IP/ORLDFL32N21|JUNIPER MX SERIES||Y||ge-2/0/3||||0|ORLDFL32N21||CIENA NTE|10.204.64.193|||||25||||||
143.0.68.184/1/0/0|143.0.68.184/1/0/0|143.0.68.184/1/0/0|ETHERNET-NFO|IPAG|IPAG|true|B|||||P102J/GE40/DYBHFLMBR01/DYBHFLMCV22|JUNIPER MX SERIES||||et-1/0/0||ae30|143.1.197.249|1|DYBHFLMBR01||JUNIPER MX SERIES|10.204.243.41|12.122.131.32|143.0.68.169|0|0/0|et-4/0/0||||||
149.0.3.196/2/0/5|149.0.3.196/2/0/5|149.0.3.196/2/0/5|NFO-MOBILITY|NTE|IPAG|true|S|||||JU101/GE1N/CRCYNVAA3EG/CRCYNVMAD01|JUNIPER MX SERIES||N||ge-2/0/5||||0|CRCYNVAA3EG||CIENA NTE|10.204.85.61|||||9||||||
149.0.3.223/5/0/3|149.0.3.223/5/0/3|149.0.3.223/5/0/3|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/DYBHFLMAL10/ORLDFLMA6GR|JUNIPER MX SERIES||Y||ge-5/0/3||||0|ORLDFLMA6GR||CIENA NTE|10.204.67.148|||||9||||||
12.123.80.214/0/0/2|12.123.80.214/0/0/2|12.123.80.214/0/0/2|ETHERNET-NFO|IPAG|IPAG|true|S|||||P101S/GE1N/SNJSCAHUDK1/SNJSCAHUDK3|JUNIPER MX SERIES||||ge-0/0/2||ae20|149.0.18.65|1|SNJSCAHUDK1||JUNIPER MX SERIES|12.122.122.248|12.122.128.106|12.123.80.212|1|0/1|ge-0/0/1||||||
8.8.0.176/5/0/0|8.8.0.176/5/0/0|8.8.0.176/5/0/0|NFO-MOBILITY|NTE|IPAG|true|B|||||101/GE1N/DYBHFLMNP01/DYBHFLMNP02|JUNIPER MX SERIES||N||ge-5/0/0||||0|DYBHFLMNP02||CIENA NTE|10.204.166.96|||||10||||||
10.144.0.147/3/0/9|10.144.0.147/3/0/9|10.144.0.147/3/0/9|NFO-MOBILITY|NTE|IPAG|true|B|||||JU102/GE1N/ORLDFLPH51W/ORLLFLHS02W|JUNIPER MX SERIES||N||ge-3/0/9||||0|ORLLFLHS02W||CIENA NTE|10.204.67.86|||||9||||||
8.8.0.148/0/0/3|8.8.0.148/0/0/3|8.8.0.148/0/0/3|ETHERNET-NFO|IPAG|IPAG|true|S|||||K103M/GE1N/CRCYNVAAA1K/CRCYNVAAP01|JUNIPER MX SERIES||||ge-0/0/3||||1|CRCYNVAAA1K||JUNIPER MX SERIES|12.81.161.187|12.123.76.72|8.8.0.173|5|0/5|ge-2/0/5||||||
12.80.68.135/5/0/1|12.80.68.135/5/0/1|12.80.68.135/5/0/1|ETHERNET-NFO|IPAG|IPAG|true|B|||||X101C/GE1N/RLGHNCMOW1K/RLGHNCMOW2K|JUNIPER MX SERIES||||ge-5/0/1||ae0||1|RLGHNCMOW1K||JUNIPER MX SERIES|10.204.246.196|12.123.75.31|12.80.68.134|1|0/1|ge-5/0/1||||||
149.0.3.222/5/1/8|149.0.3.222/5/1/8|149.0.3.222/5/1/8|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/DYBHFLMAL08/DYBHFLMA545|JUNIPER MX SERIES||N||ge-5/1/8||||0|DYBHFLMA545||CIENA NTE|10.204.9.209|||||9||||||
143.0.68.169/1/0/4|143.0.68.169/1/0/4|143.0.68.169/1/0/4|ETHERNET-NFO|IPAG|IPAG|true|B|||||103/GE1N/DYBHFLMBR01/DYBHFLMB2MX|JUNIPER MX SERIES||||ge-1/0/4||ae22|143.1.197.153|0|DYBHFLMB2MX||JUNIPER MX SERIES|10.204.243.42|12.122.131.33|143.0.68.170|1|0/1|ge-1/0/1||||||
12.82.100.7/5/0/9|12.82.100.7/5/0/9|12.82.100.7/5/0/9|ETHERNET-NFO|IPAG|IPAG|true|B|||||K101L/GE1N/AAAAIPAGNHH/RLGHNCMOPS1|JUNIPER MX SERIES||||ge-5/0/9||||1|||||||||||||||
143.0.68.169/2/0/1|143.0.68.169/2/0/1|143.0.68.169/2/0/1|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/DYBHFLMBRIW/DYBHFLMBR01|JUNIPER MX SERIES||Y||ge-2/0/1||||0|DYBHFLMBRIW||CIENA NTE|10.204.10.80|||||9||||||
143.0.68.242/3/2/2|143.0.68.242/3/2/2|143.0.68.242/3/2/2|ETHERNET-NFO|IPAG|IPAG|true|B|||||101/GE1N/GSVLFLANH02/GSVLFLAN121|JUNIPER MX SERIES||||ge-3/2/2||ae7||0|||||||||||||||
12.82.0.53/4/0/4|12.82.0.53/4/0/4|12.82.0.53/4/0/4|ETHERNET-NFO|IPAG|IPAG|true|B|||||F105S/GE1N/ORLDFL24FIP/ORLDFL24IIP|JUNIPER MX SERIES||||ge-4/0/4||||0|ORLDFL24IIP||JUNIPER MX SERIES|10.204.246.174|12.123.75.17|12.82.0.55|13|1/3|ge-5/1/3||||||
10.144.0.137/1/0/2|10.144.0.137/1/0/2|10.144.0.137/1/0/2|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/ORLDFLMA51W/ORLDFLSWHC1|JUNIPER MX SERIES||Y||ge-1/0/2||||0|ORLDFLSWHC1||CIENA NTE|135.16.241.32|||||25||||||
143.0.24.237/1/0/0|143.0.24.237/1/0/0|143.0.24.237/1/0/0|ETHERNET-NFO|IPAG|IPAG|true|S|||||102/GE1N/CRCYNVMB1Z1/CRCYNVMB1Z2|JUNIPER MX SERIES||||ge-1/0/0||ae0||0|CRCYNVMB1Z2||CIENA EMUX|10.204.85.103|||||1.8||||||
143.0.68.170/4/0/2|143.0.68.170/4/0/2|143.0.68.170/4/0/2|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/DYBHFLMBI8I/DYBHFLMB2MX|JUNIPER MX SERIES||N||ge-4/0/2||||0|DYBHFLMBI8I||CIENA NTE|10.204.11.56|||||9||||||
149.0.3.222/2/0/4|149.0.3.222/2/0/4|149.0.3.222/2/0/4|NFO-MOBILITY|NTE|IPAG|true|B|||||JU101/GE1N/DYBHFLMAL08/DYBHFLMAN9D|JUNIPER MX SERIES||Y||ge-2/0/4||||0|DYBHFLMAN9D||CIENA NTE|10.204.10.16|||||9||||||
12.123.80.197/2/0/4|12.123.80.197/2/0/4|12.123.80.197/2/0/4|NFO-MOBILITY|NTE|IPAG|true|B|||||JU102/GE1N/ORLDFL32ZSA/ORLDFL32ZX1|JUNIPER MX SERIES||N||ge-2/0/4||||0|ORLDFL32ZX1||CIENA NTE|10.204.65.126|||||25||||||
10.144.0.155/1/2/8|10.144.0.155/1/2/8|10.144.0.155/1/2/8|NFO-MOBILITY|NTE|IPAG|true|S|||||JU112/GE1N/SNJSCA1A002/SNTCCA0111W|JUNIPER MX SERIES||Y||ge-1/2/8||||0|SNJSCA1A002||CIENA NTE|192.168.95.31|||||10||||||
143.0.24.132/1/0/3|143.0.24.132/1/0/3|143.0.24.132/1/0/3|NFO-MOBILITY|NTE|IPAG|true|S|||||JU104/GE1N/SNJSCA020FW/SNJWCATQH00|JUNIPER MX SERIES||N||ge-1/0/3||||0|SNJWCATQH00||CIENA NTE|10.204.1.97|||||9||||||
143.0.68.34/1/0/4|143.0.68.34/1/0/4|143.0.68.34/1/0/4|ETHERNET-NFO|IPAG|IPAG|true|S|||||108/GE1N/CRCYNVMAH02/CRCYNVMAH03|JUNIPER MX SERIES||||ge-1/0/4||ae20|149.0.30.33|1|CRCYNVMAH02||JUNIPER MX SERIES|143.1.33.22|147.0.0.22|143.0.68.35|4|0/4|ge-1/0/4||||||
